date;time;corrosion;replicate;mussel_no;temp;mod_temp;ref.pic;notes
28/08/2023;60;non corroded;1;5;88,1;58,1;M5;harsh increase in temperature
28/08/2023;60;non corroded;2;1;51;51;M1;
28/08/2023;60;non corroded;2;2;53,1;53,1;M2;
28/08/2023;60;non corroded;2;3;51,4;51,4;M3;
28/08/2023;60;non corroded;2;4;50,8;50,8;M4;
28/08/2023;60;non corroded;2;5;50,8;50,8;M5;
28/08/2023;60;non corroded;3;1;58,3;58,3;M1;
28/08/2023;60;non corroded;3;2;52;52;M2;
28/08/2023;60;non corroded;3;3;51,1;51,1;M3;
28/08/2023;60;non corroded;3;4;50,2;50,2;M4;
28/08/2023;60;non corroded;3;5;50,5;50,5;M5;
28/08/2023;70;corroded;1;1;48;48;M1;blurry picture
28/08/2023;70;corroded;1;2;48;48;M2;blurry picture
28/08/2023;70;corroded;1;3;48,9;48,9;M3;blurry picture
28/08/2023;70;corroded;1;4;50,5;50,5;M4;blurry picture
28/08/2023;70;corroded;1;5;49,1;49,1;M5;blurry picture
28/08/2023;70;corroded;2;1;46,1;46,1;M1;blurry picture
28/08/2023;70;corroded;2;2;45,4;45,4;M2;blurry picture
28/08/2023;70;corroded;2;3;43,3;43,3;M3;blurry picture
28/08/2023;70;corroded;2;4;46,8;46,8;M4;blurry picture
28/08/2023;70;corroded;2;5;47;47;M5;blurry picture
28/08/2023;70;corroded;3;1;48;48;M1;blurry picture
28/08/2023;70;corroded;3;2;44,2;44,2;M2;blurry picture
28/08/2023;70;corroded;3;3;43;43;M3;blurry picture
28/08/2023;70;corroded;3;4;47,7;47,7;M4;blurry picture
28/08/2023;70;corroded;3;5;48,4;48,4;M5;blurry picture
28/08/2023;70;non corroded;1;1;76,5;46,5;M1;harsh increase in temperature
28/08/2023;70;non corroded;1;2;78;48;M2;harsh increase in temperature
28/08/2023;70;non corroded;1;3;75,3;45,3;M3;harsh increase in temperature
28/08/2023;70;non corroded;1;4;79,98;49,98;M4;harsh increase in temperature
28/08/2023;70;non corroded;1;5;79,7;49,7;M5;harsh increase in temperature
28/08/2023;70;non corroded;2;1;49,2;49,2;M1;blurry picture
28/08/2023;70;non corroded;2;2;51;51;M2;blurry picture
28/08/2023;70;non corroded;2;3;50,9;50,9;M3;blurry picture
28/08/2023;70;non corroded;2;4;52,9;52,9;M4;blurry picture
28/08/2023;70;non corroded;2;5;49,3;49,3;M5;blurry picture
28/08/2023;70;non corroded;3;1;49,7;49,7;M1;blurry picture
28/08/2023;70;non corroded;3;2;50,3;50,3;M2;blurry picture
28/08/2023;70;non corroded;3;3;49,1;49,1;M3;blurry picture
28/08/2023;70;non corroded;3;4;50,4;50,4;M4;blurry picture
28/08/2023;70;non corroded;3;5;50,5;50,5;M5;blurry picture
28/08/2023;75;corroded;1;1;75,3;45,3;M1;harsh increase in temperature
28/08/2023;75;corroded;1;2;75,4;45,4;M2;harsh increase in temperature
28/08/2023;75;corroded;1;3;74,7;44,7;M3;harsh increase in temperature
28/08/2023;75;corroded;1;4;72,8;42,8;M4;harsh increase in temperature
28/08/2023;75;corroded;1;5;70,3;40,3;M5;harsh increase in temperature
28/08/2023;75;corroded;2;1;72,8;42,8;M1;harsh increase in temperature
28/08/2023;75;corroded;2;2;73,8;43,8;M2;harsh increase in temperature
28/08/2023;75;corroded;2;3;68,7;38,7;M3;harsh increase in temperature
28/08/2023;75;corroded;2;4;68,7;38,7;M4;harsh increase in temperature
28/08/2023;75;corroded;2;5;72,4;42,4;M5;harsh increase in temperature
28/08/2023;75;corroded;3;1;46,9;46,9;M1;blurry picture
28/08/2023;75;corroded;3;2;47,1;47,1;M2;blurry picture
28/08/2023;75;corroded;3;3;47,7;47,7;M3;blurry picture
28/08/2023;75;corroded;3;4;43,7;43,7;M4;blurry picture
28/08/2023;75;corroded;3;5;47,5;47,5;M5;blurry picture
28/08/2023;75;non corroded;1;1;78;48;M1;harsh increase in temperature
28/08/2023;75;non corroded;1;2;73,9;43,9;M2;harsh increase in temperature
28/08/2023;75;non corroded;1;3;73,3;43,3;M3;harsh increase in temperature
28/08/2023;75;non corroded;1;4;77,7;47,7;M4;harsh increase in temperature
28/08/2023;75;non corroded;1;5;76,1;46,1;M5;harsh increase in temperature
28/08/2023;75;non corroded;2;1;73,1;43,1;M1;harsh increase in temperature
28/08/2023;75;non corroded;2;2;76,2;46,2;M2;harsh increase in temperature
28/08/2023;75;non corroded;2;3;74,7;44,7;M3;harsh increase in temperature
28/08/2023;75;non corroded;2;4;76,5;46,5;M4;harsh increase in temperature
28/08/2023;75;non corroded;2;5;74,4;44,4;M5;harsh increase in temperature
28/08/2023;75;non corroded;3;1;47,5;47,5;M1;blurry picture
28/08/2023;75;non corroded;3;2;49,7;49,7;M2;blurry picture
28/08/2023;75;non corroded;3;3;47,5;47,5;M3;blurry picture
28/08/2023;75;non corroded;3;4;49,2;49,2;M4;blurry picture
28/08/2023;75;non corroded;3;5;47,3;47,3;M5;blurry picture
28/08/2023;80;corroded;1;1;85,1;55,1;M1;harsh increase in temperature
28/08/2023;80;corroded;1;2;83;53;M2;harsh increase in temperature
28/08/2023;80;corroded;1;3;82,7;52,7;M3;harsh increase in temperature
28/08/2023;80;corroded;1;4;82,9;52,9;M4;harsh increase in temperature
28/08/2023;80;corroded;1;5;82,4;52,4;M5;harsh increase in temperature
28/08/2023;80;corroded;2;1;46,3;46,3;M1;blurry picture
28/08/2023;80;corroded;2;2;46,5;46,5;M2;blurry picture
28/08/2023;80;corroded;2;3;42,2;42,2;M3;blurry picture
28/08/2023;80;corroded;2;4;46,6;46,6;M4;blurry picture
28/08/2023;80;corroded;2;5;44,3;44,3;M5;blurry picture
28/08/2023;80;corroded;3;1;46,6;46,6;M1;blurry picture
28/08/2023;80;corroded;3;2;45,9;45,9;M2;blurry picture
28/08/2023;80;corroded;3;3;44,5;44,5;M3;blurry picture
28/08/2023;80;corroded;3;4;45,5;45,5;M4;blurry picture
28/08/2023;80;corroded;3;5;43,5;43,5;M5;blurry picture
28/08/2023;80;non corroded;1;1;88,5;58,5;M1;harsh increase in temperature
28/08/2023;80;non corroded;1;2;85,4;55,4;M2;harsh increase in temperature
28/08/2023;80;non corroded;1;3;87,7;57,7;M3;harsh increase in temperature
28/08/2023;80;non corroded;1;4;88,7;58,7;M4;harsh increase in temperature
28/08/2023;80;non corroded;1;5;86;56;M5;harsh increase in temperature
28/08/2023;80;non corroded;2;1;85,1;55,1;M1;harsh increase in temperature
28/08/2023;80;non corroded;2;2;84,3;54,3;M2;harsh increase in temperature
28/08/2023;80;non corroded;2;3;84,4;54,4;M3;harsh increase in temperature
28/08/2023;80;non corroded;2;4;83,3;53,3;M4;harsh increase in temperature
28/08/2023;80;non corroded;2;5;86,7;56,7;M5;harsh increase in temperature
28/08/2023;80;non corroded;3;1;49,3;49,3;M1;blurry picture
28/08/2023;80;non corroded;3;2;52;52;M2;blurry picture
28/08/2023;80;non corroded;3;3;50,3;50,3;M3;blurry picture
28/08/2023;80;non corroded;3;4;48,2;48,2;M4;blurry picture
28/08/2023;80;non corroded;3;5;48,8;48,8;M5;blurry picture
28/08/2023;85;corroded;1;1;48,1;48,1;M1;blurry picture
28/08/2023;85;corroded;1;2;47,6;47,6;M2;blurry picture
28/08/2023;85;corroded;1;3;47,1;47,1;M3;blurry picture
28/08/2023;85;corroded;1;4;48,3;48,3;M4;blurry picture
28/08/2023;85;corroded;1;5;45,1;45,1;M5;blurry picture
28/08/2023;85;corroded;2;1;45,6;45,6;M1;blurry picture
28/08/2023;85;corroded;2;2;48,5;48,5;M2;blurry picture
28/08/2023;85;corroded;2;3;47,6;47,6;M3;blurry picture
28/08/2023;85;corroded;2;4;47,2;47,2;M4;blurry picture
28/08/2023;85;corroded;2;5;48,3;48,3;M5;blurry picture
28/08/2023;85;corroded;3;1;48,2;48,2;M1;blurry picture
28/08/2023;85;corroded;3;2;48,3;48,3;M2;blurry picture
28/08/2023;85;corroded;3;3;49,7;49,7;M3;blurry picture
28/08/2023;85;corroded;3;4;48,4;48,4;M4;blurry picture
28/08/2023;85;corroded;3;5;49,9;49,9;M5;blurry picture
28/08/2023;85;non corroded;1;1;74,1;44,1;M1;harsh increase in temperature
28/08/2023;85;non corroded;1;2;72,8;42,8;M2;harsh increase in temperature
28/08/2023;85;non corroded;1;3;73,8;43,8;M3;harsh increase in temperature
28/08/2023;85;non corroded;1;4;78,2;48,2;M4;harsh increase in temperature
28/08/2023;85;non corroded;1;5;75,3;45,3;M5;harsh increase in temperature
28/08/2023;85;non corroded;2;1;50,3;50,3;M1;blurry picture
28/08/2023;85;non corroded;2;2;51,3;51,3;M2;blurry picture
28/08/2023;85;non corroded;2;3;54,8;54,8;M3;blurry picture
28/08/2023;85;non corroded;2;4;54,8;54,8;M4;blurry picture
28/08/2023;85;non corroded;2;5;52,1;52,1;M5;blurry picture
28/08/2023;85;non corroded;3;1;59,1;59,1;M1;blurry picture
28/08/2023;85;non corroded;3;2;52,7;52,7;M2;blurry picture
28/08/2023;85;non corroded;3;3;51,8;51,8;M3;blurry picture
28/08/2023;85;non corroded;3;4;50,3;50,3;M4;blurry picture
28/08/2023;85;non corroded;3;5;49,8;49,8;M5;blurry picture
28/08/2023;90;corroded;1;1;47,3;47,3;M1;blurry picture
28/08/2023;90;corroded;1;2;44,3;44,3;M2;blurry picture
28/08/2023;90;corroded;1;3;48,7;48,7;M3;blurry picture
28/08/2023;90;corroded;1;4;48,5;48,5;M4;blurry picture
28/08/2023;90;corroded;1;5;46,5;46,5;M5;blurry picture
28/08/2023;90;corroded;2;1;42,9;42,9;M1;blurry picture
28/08/2023;90;corroded;2;2;44,7;44,7;M2;blurry picture
28/08/2023;90;corroded;2;3;43,8;43,8;M3;blurry picture
28/08/2023;90;corroded;2;4;42,7;42,7;M4;blurry picture
28/08/2023;90;corroded;2;5;45,3;45,3;M5;blurry picture
28/08/2023;90;corroded;3;1;45,3;45,3;M1;blurry picture
28/08/2023;90;corroded;3;2;45,4;45,4;M2;blurry picture
28/08/2023;90;corroded;3;3;44,2;44,2;M3;blurry picture
28/08/2023;90;corroded;3;4;45,5;45,5;M4;blurry picture
28/08/2023;90;corroded;3;5;46;46;M5;blurry picture
28/08/2023;90;non corroded;2;1;46,9;46,9;M1;blurry picture
28/08/2023;90;non corroded;2;2;50,4;50,4;M2;blurry picture
28/08/2023;90;non corroded;2;3;49,4;49,4;M3;blurry picture
28/08/2023;90;non corroded;2;4;48,8;48,8;M4;blurry picture
28/08/2023;90;non corroded;2;5;48,1;48,1;M5;blurry picture
28/08/2023;90;non corroded;3;1;52,1;52,1;M1;blurry picture
28/08/2023;90;non corroded;3;2;49,1;49,1;M2;blurry picture
28/08/2023;90;non corroded;3;3;46,8;46,8;M3;blurry picture
28/08/2023;90;non corroded;3;4;50,9;50,9;M4;blurry picture
28/08/2023;90;non corroded;3;5;48,2;48,2;M5;blurry picture
